File Name: ,Test Description: ,Operator: ,Special Comments: ,Date and Time: 21 Dec 2020_120451,Sampling Rate (Hz): 100,
Calibration Constants,8.625 N/V,7.791 N/V,7.941 N/V
Offsets,0.000 N,0.000 N,0.000 N
Micrometer,12.800 mm,12.800 mm,12.800 mm
Time (s),LC-X (N),LC-Y(N),LC-Z (N),Angle (deg),Est. Speed (rev/s)
11.420,8.624,8.024,8.011,0.900,0.000
11.430,8.621,8.019,8.011,0.900,0.000
11.440,8.621,8.024,8.014,0.900,0.000
11.450,8.627,8.024,8.016,0.900,0.000
11.460,8.621,8.024,8.014,0.900,0.000
11.470,8.627,8.024,8.014,0.900,0.000
11.480,8.621,8.029,8.014,0.900,0.000
11.490,8.621,8.021,8.014,0.900,0.000
11.500,8.624,8.024,8.014,0.900,0.000
11.510,8.627,8.024,8.016,0.900,0.000
11.520,8.621,8.024,8.019,0.900,0.000
11.530,8.624,8.024,8.014,0.900,0.000
11.540,8.627,8.024,8.014,0.900,0.000
11.550,8.627,8.029,8.008,0.900,0.000
11.560,8.627,8.024,8.014,0.900,0.000
11.570,8.627,8.026,8.016,0.900,0.000
11.580,8.624,8.026,8.014,0.900,0.000
11.590,8.627,8.026,8.016,0.900,0.000
11.600,8.616,8.024,8.011,0.900,0.000
11.610,8.624,8.024,8.011,0.900,0.000
11.620,0.000,0.000,0.000,0.900,0.000
11.630,8.627,8.024,8.011,0.900,0.000
11.640,8.621,8.026,8.011,0.900,0.000
11.650,8.627,8.024,8.016,0.900,0.000
11.660,8.627,8.024,8.019,0.900,0.000
11.670,8.624,8.021,8.016,0.900,0.000
11.680,8.624,8.021,8.014,0.900,0.000
11.690,8.621,8.024,8.014,0.900,0.000
11.700,8.621,8.029,8.011,0.900,0.000
11.710,8.624,8.021,8.011,0.900,0.000
11.720,8.627,8.026,8.014,0.900,0.000
11.730,8.630,8.024,8.014,0.900,0.000
11.740,8.627,8.026,8.014,0.900,0.000
11.750,8.624,8.026,8.014,0.900,0.000
11.760,8.624,8.024,8.014,0.900,0.000
11.770,8.624,8.024,8.016,0.900,0.000
11.780,8.630,8.026,8.008,0.900,0.000
11.790,8.624,8.021,8.011,0.900,0.000
11.800,8.621,8.026,8.014,0.900,0.000
11.810,8.621,8.021,8.011,0.900,0.000
11.820,8.630,8.026,8.014,0.900,0.000
11.830,8.621,8.024,8.011,0.900,0.000
11.840,8.630,8.024,8.014,0.900,0.000
11.850,8.624,8.021,8.014,0.900,0.000
11.860,8.624,8.021,8.011,0.900,0.000
11.870,8.619,8.019,8.016,0.900,0.000
11.880,8.624,8.021,8.011,0.900,0.000
11.890,8.630,8.021,8.014,0.900,0.000
11.900,8.624,8.026,8.014,0.900,0.000
11.910,8.624,8.024,8.014,0.900,0.000
11.920,8.624,8.026,8.014,0.900,0.000
11.930,8.624,8.026,8.014,0.900,0.000
11.940,8.624,8.024,8.014,0.900,0.000
11.950,8.619,8.026,8.014,0.900,0.000
11.960,8.627,8.024,8.014,0.900,0.000
11.970,8.624,8.024,8.011,0.900,0.000
11.980,8.627,8.021,8.014,0.900,0.000
11.990,8.621,8.024,8.016,0.900,0.000
12.000,8.627,8.024,8.014,0.900,0.000
12.010,8.621,8.021,8.014,0.900,0.000
12.020,8.621,8.026,8.014,0.900,0.000
12.030,8.624,8.024,8.011,0.900,0.000
12.040,8.624,8.026,8.014,0.900,0.000
12.050,8.624,8.026,8.016,0.900,0.000
12.060,8.627,8.026,8.019,0.900,0.000
12.070,8.624,8.026,8.014,0.900,0.000
12.080,8.624,8.024,8.016,0.900,0.000
12.090,8.624,8.024,8.011,0.900,0.000
12.100,8.624,8.019,8.014,0.900,0.000
12.110,8.624,8.024,8.011,0.900,0.000
12.120,8.624,8.026,8.016,0.900,0.000
12.130,8.624,8.026,8.014,0.900,0.000
12.140,8.624,8.024,8.016,0.900,0.000
12.150,8.624,8.024,8.016,0.900,0.000
12.160,8.624,8.026,8.014,0.900,0.000
12.170,8.619,8.021,8.011,0.900,0.000
12.180,8.624,8.026,8.016,0.900,0.000
12.190,8.624,8.021,8.016,0.900,0.000
12.200,8.627,8.024,8.016,0.900,0.000
12.210,8.621,8.026,8.011,0.900,0.000
12.220,8.624,8.024,8.011,0.900,0.000
12.230,8.619,8.024,8.016,0.000,0.000
12.240,8.627,8.021,8.016,0.900,0.000
12.250,8.627,8.024,8.011,0.900,0.000
12.260,8.621,8.026,8.019,0.900,0.000
12.270,8.624,8.024,8.014,0.900,0.000
12.280,8.627,8.024,8.014,0.900,0.000
12.290,8.624,8.019,8.014,0.900,0.000
12.300,8.627,8.026,8.016,0.900,0.000
12.310,8.624,8.024,8.014,0.900,0.000
12.320,8.627,8.029,8.016,0.900,0.000
12.330,8.624,8.024,8.014,0.900,0.000
12.340,8.624,8.026,8.011,0.900,0.000
12.350,8.627,8.024,8.011,0.900,0.000
12.360,8.621,8.024,8.011,0.900,0.000
12.370,8.627,8.019,8.011,0.900,0.000
12.380,8.624,8.024,8.016,0.900,0.000
12.390,8.624,8.024,8.014,0.900,0.000
12.400,8.624,8.026,8.019,0.900,0.000
12.410,8.627,8.021,8.014,0.900,0.000
12.420,8.621,8.021,8.008,0.900,0.000
12.430,8.624,8.024,8.014,0.900,0.000
12.440,8.627,8.021,8.019,0.900,0.000
12.450,8.624,8.024,8.014,0.900,0.000
12.460,8.621,8.026,8.016,0.900,0.000
12.470,8.627,8.024,8.014,0.900,0.000
12.480,8.627,8.029,8.014,0.900,0.000
12.490,8.627,8.021,8.016,0.900,0.000
12.500,8.621,8.026,8.014,0.900,0.000
12.510,8.627,8.026,8.016,0.900,0.000
12.520,8.627,8.026,8.014,0.900,0.000
12.530,8.621,8.024,8.019,0.900,0.000
12.540,8.624,8.024,8.014,0.900,0.000
12.550,8.627,8.024,8.016,0.900,0.000
12.560,8.624,8.026,8.011,0.900,0.000
12.570,8.624,8.024,8.016,0.900,0.000
12.580,8.627,8.026,8.016,0.900,0.000
12.590,8.624,8.021,8.014,0.900,0.000
12.600,8.624,8.026,8.016,0.900,0.000
12.610,8.627,8.024,8.014,0.900,0.000
12.620,8.627,8.024,8.014,0.900,0.000
12.630,8.621,8.024,8.011,0.900,0.000
12.640,8.624,8.026,8.011,0.900,0.000
12.650,8.624,8.024,8.016,0.900,0.000
12.660,8.621,8.026,8.014,0.900,0.000
12.670,8.624,8.024,8.014,0.900,0.000
12.680,8.619,8.024,8.011,0.900,0.000
12.690,8.621,8.026,8.014,0.900,0.000
12.700,8.621,8.024,8.011,0.900,0.000
12.710,8.630,8.024,8.016,0.900,0.000
12.720,8.624,8.024,8.014,0.900,0.000
12.730,8.624,8.026,8.016,0.900,0.000
12.740,8.624,8.026,8.011,0.900,0.000
12.750,8.627,8.021,8.008,0.900,0.000
12.760,8.627,8.021,8.014,0.900,0.000
12.770,8.624,8.026,8.011,0.900,0.000
12.780,8.624,8.024,8.016,0.900,0.000
12.790,8.624,8.024,8.014,0.900,0.000
12.800,8.619,8.026,8.014,0.900,0.000
12.810,8.624,8.024,8.014,0.900,0.000
12.820,8.627,8.021,8.014,0.900,0.000
12.830,8.621,8.024,8.014,0.900,0.000
12.840,8.621,8.024,8.016,0.900,0.000
12.850,0.000,0.000,0.000,0.900,0.000
12.860,8.627,8.026,8.014,0.900,0.000
12.870,8.621,8.026,8.016,0.900,0.000
12.880,8.624,8.026,8.014,0.900,0.000
12.890,8.621,8.029,8.014,0.900,0.000
12.900,8.624,8.024,8.014,0.900,0.000
12.910,8.630,8.026,8.014,0.900,0.000
12.920,8.624,8.024,8.014,0.900,0.000
12.930,8.624,8.026,8.014,0.900,0.000
12.940,8.624,8.021,8.014,0.900,0.000
12.950,8.624,8.026,8.014,0.900,0.000
12.960,8.624,8.024,8.011,0.900,0.000
12.970,8.630,8.024,8.016,0.900,0.000
12.980,8.624,8.026,8.011,0.900,0.000
12.990,8.624,8.021,8.014,0.900,0.000
13.000,8.624,8.026,8.016,0.900,0.000
13.010,8.627,8.021,8.014,0.900,0.000
13.020,8.624,8.024,8.011,0.900,0.000
13.030,8.621,8.024,8.011,0.900,0.000
13.040,8.627,8.024,8.011,0.900,0.000
13.050,8.627,8.021,8.016,0.900,0.000
13.060,8.619,8.024,8.014,0.900,0.000
13.070,8.627,8.026,8.014,0.900,0.000
13.080,8.624,8.029,8.016,0.900,0.000
13.090,8.624,8.026,8.014,0.900,0.000
13.100,8.627,8.029,8.014,0.900,0.000
13.110,8.621,8.024,8.016,0.900,0.000
13.120,8.621,8.024,8.016,0.900,0.000
13.130,8.624,8.026,8.011,0.900,0.000
13.140,8.621,8.024,8.016,0.900,0.000
13.150,8.627,8.021,8.014,0.900,0.000
13.160,8.627,8.026,8.014,0.900,0.000
13.170,8.627,8.021,8.014,0.900,0.000
13.180,8.624,8.021,8.014,0.900,0.000
13.190,8.624,8.026,8.011,0.900,0.000
13.200,8.624,8.024,8.014,0.900,0.000
13.210,8.624,8.024,8.016,0.900,0.000
13.220,8.624,8.021,8.011,0.900,0.000
13.230,8.627,8.026,8.014,0.900,0.000
13.240,8.624,8.026,8.014,0.900,0.000
13.250,8.624,8.021,8.008,0.900,0.000
13.260,8.624,8.026,8.016,0.900,0.000
13.270,8.627,8.026,8.014,0.900,0.000
13.280,8.627,8.021,8.011,0.900,0.000
13.290,8.624,8.024,8.011,0.900,0.000
13.300,8.624,8.026,8.011,0.900,0.000
13.310,8.624,8.024,8.014,0.900,0.000
13.320,8.627,8.024,8.011,0.900,0.000
13.330,8.624,8.026,8.016,0.900,0.000
13.340,8.624,8.024,8.014,0.900,0.000
13.350,8.624,8.024,8.011,0.900,0.000
13.360,8.621,8.024,8.011,0.900,0.000
13.370,8.627,8.024,8.016,0.900,0.000
13.380,8.624,8.026,8.014,0.900,0.000
13.390,8.624,8.021,8.016,0.900,0.000
13.400,8.621,8.031,8.019,0.900,0.000
13.410,8.627,8.026,8.019,0.900,0.000
13.420,8.624,8.024,8.014,0.900,0.000
13.430,8.621,8.021,8.014,0.900,0.000
13.440,8.624,8.026,8.011,0.900,0.000
13.450,8.624,8.024,8.014,0.900,0.000
13.460,8.627,8.024,8.014,0.900,0.000
13.470,8.624,8.024,8.014,0.900,0.000
13.480,8.627,8.026,8.014,0.900,0.000
13.490,8.619,8.021,8.014,0.900,0.000
13.500,8.624,8.024,8.008,0.900,0.000
13.510,8.624,8.024,8.011,0.900,0.000
13.520,8.627,8.021,8.011,0.900,0.000
13.530,8.627,8.021,8.016,0.900,0.000
13.540,8.621,8.024,8.014,0.900,0.000
13.550,8.627,8.026,8.016,0.900,0.000
13.560,8.621,8.021,8.016,0.900,0.000
13.570,8.621,8.021,8.014,0.900,0.000
13.580,8.627,8.021,8.019,0.900,0.000
13.590,8.627,8.021,8.014,0.900,0.000
13.600,8.621,8.026,8.016,0.900,0.000
13.610,8.624,8.021,8.014,0.900,0.000
13.620,8.627,8.026,8.011,0.900,0.000
13.630,8.624,8.021,8.011,0.900,0.000
13.640,8.630,8.024,8.014,0.900,0.000
13.650,8.627,8.026,8.014,0.900,0.000
13.660,8.624,8.021,8.019,0.900,0.000
13.670,8.624,8.026,8.016,0.900,0.000
13.680,8.624,8.026,8.016,0.900,0.000
13.690,8.627,8.026,8.014,0.900,0.000
13.700,8.624,8.021,8.014,0.900,0.000
13.710,8.621,8.026,8.011,0.900,0.000
13.720,8.621,8.024,8.019,0.900,0.000
13.730,8.624,8.026,8.016,0.900,0.000
13.740,8.627,8.024,8.016,0.900,0.000
13.750,8.624,8.024,8.014,0.900,0.000
13.760,8.621,8.019,8.014,0.900,0.000
13.770,8.624,8.024,8.016,0.900,0.000
13.780,8.624,8.024,8.011,0.900,0.000
13.790,8.624,8.024,8.016,0.900,0.000
13.800,8.630,8.026,8.016,0.900,0.000
13.810,8.624,8.026,8.016,0.900,0.000
13.820,8.627,8.024,8.016,0.900,0.000
13.830,8.624,8.024,8.016,0.900,0.000
13.840,8.630,8.024,8.011,0.900,0.000
13.850,8.624,8.024,8.008,0.900,0.000
13.860,8.627,8.024,8.011,0.900,0.000
13.870,8.621,8.021,8.014,0.900,0.000
13.880,8.624,8.024,8.019,0.900,0.000
13.890,8.624,8.024,8.011,0.900,0.000
13.900,8.624,8.026,8.011,0.900,0.000
13.910,8.624,8.026,8.011,0.900,0.000
13.920,8.627,8.026,8.011,0.900,0.000
13.930,8.621,8.026,8.014,0.900,0.000
13.940,8.624,8.021,8.014,0.900,0.000
13.950,8.624,8.024,8.011,0.900,0.000
13.960,8.627,8.024,8.014,0.900,0.000
13.970,8.624,8.024,8.008,0.900,0.000
13.980,8.624,8.024,8.014,0.900,0.000
13.990,8.621,8.024,8.011,0.900,0.000
14.000,8.627,8.029,8.014,0.900,0.000
14.010,8.624,8.024,8.014,0.900,0.000
14.020,8.627,8.019,8.014,0.900,0.000
14.030,8.624,8.024,8.011,0.900,0.000
14.040,8.627,8.026,8.014,0.900,0.000
14.050,8.627,8.024,8.014,0.900,0.000
14.060,8.627,8.026,8.016,0.900,0.000
14.070,8.624,8.024,8.014,0.900,0.000
14.080,8.624,8.024,8.014,0.900,0.000
14.090,8.624,8.026,8.014,0.900,0.000
14.100,8.624,8.024,8.008,0.900,0.000
14.110,8.627,8.024,8.011,0.900,0.000
14.120,8.624,8.026,8.014,0.900,0.000
14.130,8.624,8.026,8.016,0.900,0.000
14.140,8.624,8.021,8.016,0.900,0.000
14.150,8.624,8.026,8.016,0.900,0.000
14.160,8.624,8.024,8.014,0.900,0.000
14.170,8.624,8.026,8.008,0.900,0.000
14.180,8.627,8.024,8.008,0.900,0.000
14.190,8.624,8.026,8.011,0.900,0.000
14.200,8.621,8.026,8.014,0.900,0.000
14.210,8.627,8.024,8.019,0.900,0.000
14.220,8.621,8.024,8.011,0.900,0.000
14.230,8.624,8.024,8.016,0.900,0.000
14.240,8.624,8.024,8.011,0.900,0.000
14.250,8.621,8.021,8.011,0.900,0.000
14.260,8.621,8.024,8.011,0.900,0.000
14.270,8.624,8.024,8.016,0.900,0.000
14.280,8.624,8.024,8.011,0.900,0.000
14.290,8.621,8.021,8.011,0.900,0.000
14.300,8.627,8.021,8.014,0.900,0.000
14.310,8.624,8.024,8.008,0.900,0.000
14.320,8.627,8.024,8.011,0.900,0.000
14.330,8.627,8.021,8.014,0.900,0.000
14.340,8.621,8.026,8.016,0.900,0.000
14.350,8.621,8.024,8.014,0.900,0.000
14.360,8.621,8.024,8.014,0.900,0.000
14.370,8.627,8.026,8.014,0.900,0.000
14.380,8.621,8.021,8.014,0.900,0.000
14.390,8.624,8.026,8.016,0.900,0.000
14.400,8.627,8.024,8.019,0.900,0.000
14.410,8.624,8.024,8.014,0.900,0.000
14.420,8.624,8.029,8.014,0.900,0.000
14.430,8.621,8.026,8.011,0.900,0.000
14.440,8.624,8.026,8.016,0.900,0.000
14.450,8.627,8.021,8.008,0.900,0.000
14.460,8.621,8.024,8.014,0.900,0.000
14.470,8.624,8.021,8.014,0.900,0.000
14.480,8.624,8.024,8.016,0.900,0.000
14.490,8.624,8.021,8.011,0.900,0.000
14.500,8.627,8.024,8.014,0.900,0.000
14.510,8.624,8.024,8.014,0.900,0.000
14.520,8.621,8.024,8.016,0.900,0.000
14.530,8.624,8.026,8.019,0.900,0.000
14.540,8.624,8.024,8.016,0.900,0.000
14.550,8.624,8.024,8.011,0.900,0.000
14.560,8.627,8.024,8.016,0.900,0.000
14.570,8.627,8.026,8.011,0.900,0.000
14.580,8.627,8.026,8.011,0.900,0.000
14.590,8.624,8.024,8.014,0.900,0.000
14.600,8.624,8.024,8.019,0.900,0.000
14.610,8.624,8.024,8.014,0.900,0.000
14.620,8.624,8.024,8.014,0.900,0.000
14.630,8.624,8.024,8.014,0.900,0.000
14.640,8.621,8.026,8.014,0.900,0.000
14.650,8.624,8.021,8.016,0.900,0.000
14.660,8.627,8.029,8.016,0.900,0.000
14.670,8.624,8.026,8.014,0.900,0.000
14.680,8.621,8.026,8.016,0.000,0.000
14.690,8.624,8.026,8.014,0.900,0.000
14.700,8.630,8.024,8.014,0.900,0.000
14.710,8.621,8.021,8.014,0.900,0.000
14.720,8.627,8.026,8.011,0.900,0.000
14.730,8.621,8.029,8.016,0.900,0.000
14.740,8.621,8.026,8.019,0.900,0.000
14.750,8.621,8.024,8.014,0.900,0.000
14.760,8.624,8.024,8.016,0.900,0.000
14.770,8.627,8.024,8.016,0.900,0.000
14.780,8.624,8.024,8.014,0.900,0.000
14.790,8.624,8.026,8.014,0.900,0.000
14.800,8.624,8.026,8.019,0.900,0.000
14.810,8.627,8.024,8.016,0.900,0.000
14.820,8.624,8.024,8.011,0.900,0.000
14.830,8.621,8.026,8.011,0.900,0.000
14.840,8.624,8.026,8.011,0.900,0.000
14.850,8.624,8.021,8.014,0.900,0.000
14.860,8.624,8.024,8.016,0.900,0.000
14.870,8.624,8.024,8.016,0.900,0.000
14.880,8.627,8.024,8.014,0.900,0.000
14.890,8.624,8.024,8.016,0.900,0.000
14.900,8.624,8.024,8.014,0.900,0.000
14.910,8.624,8.024,8.006,0.900,0.000
14.920,8.621,8.024,8.014,0.900,0.000
14.930,8.627,8.029,8.014,0.900,0.000
14.940,8.627,8.024,8.014,0.900,0.000
14.950,8.624,8.019,8.014,0.900,0.000
14.960,8.627,8.026,8.011,0.900,0.000
14.970,8.624,8.021,8.014,0.900,0.000
14.980,8.621,8.024,8.014,0.900,0.000
14.990,8.624,8.026,8.011,0.900,0.000
15.000,8.624,8.024,8.014,0.900,0.000
15.010,8.624,8.024,8.014,0.900,0.000
15.020,8.621,8.024,8.014,0.900,0.000
15.030,8.624,8.021,8.014,0.900,0.000
15.040,8.624,8.021,8.014,0.900,0.000
15.050,8.624,8.024,8.011,0.900,0.000
15.060,8.624,8.024,8.016,0.900,0.000
15.070,8.624,8.024,8.014,0.900,0.000
15.080,8.624,8.026,8.014,0.900,0.000
15.090,8.624,8.026,8.014,0.900,0.000
15.100,8.624,8.029,8.016,0.900,0.000
15.110,8.621,8.024,8.014,0.900,0.000
15.120,8.624,8.024,8.011,0.900,0.000
15.130,8.621,8.024,8.016,0.900,0.000
15.140,8.627,8.029,8.014,0.900,0.000
15.150,8.621,8.024,8.016,0.900,0.000
15.160,8.627,8.026,8.008,0.900,0.000
15.170,8.621,8.024,8.014,0.900,0.000
15.180,8.621,8.024,8.014,0.900,0.000
15.190,8.621,8.021,8.014,0.900,0.000
15.200,8.627,8.024,8.016,0.900,0.000
15.210,8.624,8.024,8.014,0.900,0.000
15.220,8.627,8.021,8.014,0.900,0.000
15.230,8.624,8.024,8.016,0.900,0.000
15.240,8.621,8.024,8.011,0.900,0.000
15.250,8.624,8.019,8.014,0.900,0.000
15.260,8.624,8.029,8.014,0.900,0.000
15.270,8.624,8.024,8.016,0.900,0.000
15.280,8.624,8.024,8.014,0.900,0.000
15.290,8.621,8.021,8.011,0.900,0.000
15.300,0.000,0.000,0.000,0.900,0.000
15.310,8.624,8.029,8.014,0.900,0.000
15.320,8.627,8.026,8.014,0.900,0.000
15.330,8.621,8.026,8.014,0.900,0.000
15.340,8.630,8.026,8.011,0.900,0.000
15.350,8.627,8.026,8.011,0.900,0.000
15.360,8.627,8.024,8.014,0.900,0.000
15.370,8.624,8.019,8.014,0.900,0.000
15.380,8.621,8.024,8.016,0.900,0.000
15.390,8.627,8.021,8.014,0.900,0.000
15.400,8.624,8.024,8.014,0.900,0.000
15.410,8.621,8.024,8.016,0.900,0.000
15.420,8.624,8.021,8.011,0.900,0.000
15.430,8.624,8.026,8.008,0.900,0.000
15.440,8.624,8.024,8.011,0.900,0.000
15.450,8.627,8.019,8.011,0.900,0.000
15.460,8.624,8.021,8.008,0.900,0.000
15.470,8.624,8.024,8.014,0.900,0.000
15.480,8.621,8.024,8.016,0.900,0.000
15.490,8.627,8.024,8.011,0.900,0.000
15.500,8.621,8.021,8.011,0.900,0.000
15.510,8.627,8.026,8.011,0.900,0.000
15.520,8.624,8.024,8.011,0.900,0.000
15.530,8.624,8.026,8.014,0.900,0.000
15.540,8.627,8.026,8.014,0.900,0.000
15.550,8.624,8.026,8.014,0.900,0.000
15.560,8.633,8.026,8.014,0.900,0.000
15.570,8.624,8.024,8.014,0.900,0.000
15.580,8.624,8.026,8.014,0.900,0.000
15.590,8.627,8.024,8.011,0.900,0.000
15.600,8.624,8.021,8.016,0.900,0.000
15.610,8.624,8.024,8.016,0.900,0.000
15.620,8.624,8.026,8.014,0.900,0.000
15.630,8.627,8.024,8.008,0.900,0.000
15.640,8.627,8.024,8.011,0.900,0.000
15.650,8.627,8.024,8.019,0.900,0.000
15.660,8.624,8.024,8.014,0.900,0.000
15.670,8.624,8.029,8.016,0.900,0.000
15.680,8.633,8.021,8.016,0.900,0.000
15.690,8.624,8.026,8.014,0.900,0.000
15.700,8.627,8.021,8.014,0.900,0.000
15.710,8.624,8.024,8.014,0.900,0.000
15.720,8.624,8.021,8.008,0.900,0.000
15.730,8.624,8.024,8.014,0.900,0.000
15.740,8.627,8.024,8.016,0.900,0.000
15.750,8.624,8.026,8.016,0.900,0.000
15.760,8.621,8.024,8.011,0.900,0.000
15.770,8.621,8.021,8.016,0.900,0.000
15.780,8.624,8.026,8.011,0.900,0.000
15.790,8.624,8.024,8.008,0.900,0.000
15.800,8.624,8.021,8.014,0.900,0.000
15.810,8.627,8.031,8.014,0.900,0.000
15.820,8.627,8.024,8.014,0.900,0.000
15.830,8.619,8.026,8.011,0.900,0.000
15.840,8.624,8.026,8.014,0.900,0.000
15.850,8.630,8.029,8.011,0.900,0.000
15.860,8.627,8.024,8.016,0.900,0.000
15.870,8.627,8.029,8.014,0.900,0.000
15.880,8.624,8.024,8.016,0.900,0.000
15.890,8.624,8.021,8.016,0.900,0.000
15.900,8.624,8.024,8.014,0.900,0.000
15.910,8.621,8.024,8.011,0.900,0.000
15.920,8.621,8.024,8.014,0.900,0.000
15.930,8.630,8.026,8.011,0.900,0.000
15.940,8.627,8.024,8.014,0.900,0.000
15.950,8.627,8.026,8.019,0.900,0.000
15.960,8.624,8.021,8.016,0.900,0.000
15.970,8.630,8.019,8.008,0.900,0.000
15.980,8.627,8.024,8.011,0.900,0.000
15.990,8.621,8.026,8.014,0.900,0.000
16.000,8.624,8.021,8.014,0.900,0.000
16.010,8.633,8.024,8.019,0.900,0.000
16.020,8.624,8.024,8.016,0.900,0.000
16.030,8.624,8.024,8.008,0.900,0.000
16.040,8.624,8.026,8.016,0.900,0.000
16.050,8.621,8.024,8.014,0.900,0.000
16.060,8.624,8.021,8.011,0.900,0.000
16.070,8.621,8.024,8.016,0.900,0.000
16.080,8.619,8.021,8.014,0.900,0.000
16.090,8.627,8.029,8.011,0.900,0.000
16.100,8.627,8.019,8.014,0.900,0.000
16.110,8.627,8.024,8.014,0.900,0.000
16.120,8.624,8.021,8.014,0.900,0.000
16.130,8.627,8.024,8.019,0.900,0.000
16.140,8.627,8.029,8.016,0.900,0.000
16.150,8.621,8.026,8.016,0.900,0.000
16.160,8.624,8.021,8.014,0.900,0.000
16.170,8.627,8.021,8.011,0.900,0.000
16.180,8.627,8.024,8.014,0.900,0.000
16.190,8.624,8.026,8.011,0.900,0.000
16.200,8.627,8.024,8.016,0.900,0.000
16.210,8.621,8.026,8.014,0.900,0.000
16.220,8.621,8.024,8.014,0.900,0.000
16.230,8.627,8.026,8.016,0.900,0.000
16.240,8.627,8.026,8.016,0.900,0.000
16.250,8.627,8.024,8.011,0.900,0.000
16.260,8.624,8.024,8.016,0.900,0.000
16.270,8.633,8.026,8.014,0.900,0.000
16.280,8.621,8.024,8.016,0.900,0.000
16.290,8.624,8.024,8.016,0.900,0.000
16.300,8.624,8.026,8.011,0.900,0.000
16.310,8.621,8.024,8.011,0.900,0.000
16.320,8.619,8.021,8.014,0.900,0.000
16.330,8.624,8.026,8.011,0.900,0.000
16.340,8.627,8.029,8.016,0.900,0.000
16.350,8.621,8.026,8.011,0.900,0.000
16.360,8.624,8.024,8.011,0.900,0.000
16.370,8.621,8.024,8.011,0.900,0.000
16.380,8.621,8.024,8.014,0.900,0.000
16.390,8.624,8.024,8.014,0.900,0.000
16.400,8.621,8.024,8.011,0.900,0.000
16.410,8.627,8.024,8.019,0.900,0.000
16.420,8.624,8.024,8.014,0.900,0.000
16.430,8.627,8.024,8.016,0.900,0.000
16.440,8.627,8.024,8.011,0.900,0.000
16.450,8.627,8.026,8.014,0.900,0.000
16.460,8.624,8.024,8.014,0.900,0.000
16.470,8.624,8.019,8.014,0.900,0.000
16.480,8.621,8.021,8.014,0.900,0.000
16.490,8.630,8.026,8.014,0.900,0.000
16.500,8.627,8.026,8.014,0.900,0.000
16.510,8.627,8.024,8.011,0.900,0.000
16.520,8.627,8.019,8.011,0.900,0.000
16.530,8.627,8.024,8.014,0.900,0.000
16.540,8.621,8.026,8.019,0.900,0.000
16.550,8.621,8.024,8.014,0.900,0.000
16.560,8.624,8.021,8.011,0.900,0.000
16.570,8.627,8.021,8.014,0.900,0.000
16.580,8.624,8.021,8.008,0.900,0.000
16.590,8.624,8.019,8.008,0.900,0.000
16.600,8.627,8.019,8.014,0.900,0.000
16.610,8.624,8.026,8.014,0.900,0.000
16.620,8.624,8.026,8.019,0.900,0.000
16.630,8.624,8.024,8.014,0.900,0.000
16.640,8.627,8.024,8.008,0.900,0.000
16.650,8.624,8.024,8.016,0.900,0.000
16.660,8.624,8.021,8.014,0.900,0.000
16.670,8.621,8.024,8.016,0.900,0.000
16.680,8.627,8.026,8.014,0.900,0.000
16.690,8.627,8.024,8.011,0.900,0.000
16.700,8.621,8.019,8.014,0.900,0.000
16.710,8.621,8.024,8.011,0.900,0.000
16.720,8.621,8.026,8.014,0.900,0.000
16.730,8.621,8.026,8.011,0.900,0.000
16.740,8.624,8.021,8.016,0.900,0.000
16.750,8.624,8.024,8.019,0.900,0.000
16.760,8.624,8.024,8.011,0.900,0.000
16.770,8.624,8.026,8.016,0.900,0.000
16.780,8.624,8.026,8.014,0.900,0.000
16.790,8.624,8.024,8.011,0.900,0.000
16.800,8.627,8.024,8.011,0.900,0.000
16.810,8.621,8.029,8.019,0.900,0.000
16.820,8.624,8.024,8.016,0.900,0.000
16.830,8.621,8.021,8.011,0.900,0.000
16.840,8.621,8.021,8.014,0.900,0.000
16.850,8.624,8.024,8.011,0.900,0.000
16.860,8.627,8.024,8.008,0.900,0.000
16.870,8.627,8.024,8.011,0.900,0.000
16.880,8.624,8.029,8.016,0.900,0.000
16.890,8.624,8.026,8.011,0.900,0.000
16.900,8.624,8.021,8.011,0.900,0.000
16.910,8.627,8.024,8.014,0.900,0.000
16.920,8.624,8.026,8.011,0.900,0.000
16.930,8.621,8.026,8.016,0.900,0.000
16.940,8.624,8.024,8.019,0.900,0.000
16.950,8.630,8.024,8.016,0.900,0.000
16.960,8.624,8.024,8.014,0.900,0.000
16.970,8.624,8.029,8.014,0.900,0.000
16.980,8.624,8.024,8.016,0.900,0.000
16.990,8.627,8.026,8.014,0.900,0.000
17.000,8.630,8.024,8.016,0.900,0.000
17.010,8.621,8.026,8.019,0.900,0.000
17.020,8.627,8.026,8.016,0.900,0.000
17.030,8.624,8.021,8.014,0.900,0.000
17.040,8.627,8.026,8.019,0.900,0.000
17.050,8.624,8.024,8.014,0.900,0.000
17.060,8.627,8.024,8.011,0.900,0.000
17.070,8.621,8.026,8.014,0.900,0.000
17.080,8.619,8.026,8.016,0.900,0.000
17.090,8.624,8.026,8.016,0.900,0.000
17.100,8.627,8.026,8.014,0.900,0.000
17.110,8.624,8.024,8.011,0.900,0.000
17.120,8.624,8.024,8.008,0.900,0.000
17.130,8.621,8.024,8.014,0.900,0.000
17.140,8.624,8.026,8.016,0.900,0.000
17.150,8.621,8.024,8.016,0.900,0.000
17.160,8.621,8.021,8.019,0.900,0.000
